,Unnamed: 0,consoles,games;
30937,1687,PS2,Heavenly Guardian;
30938,1688,PS2,International Snooker Championship;
30939,1689,PC,Cate West: The Vanishing Files;
30940,1690,PC,Singles: Flirt Up Your Life;
30941,1691,PC,SpellForce: The Order of Dawn;
30942,1692,PC,Massive Assault;
30943,1693,DC,Alone in the Dark: The New Nightmare;
30944,1694,DS,B Team: Metal Cartoon Squad;
30945,1695,PC,SRS: Street Racing Syndicate;
30946,1696,PC,Kill.Switch;
30947,1697,PC,F1 Manager;
30948,1698,PC,Drake of the 99 Dragons;
30949,1699,PC,Extreme Paintbrawl;
30950,1700,PC,Cross Racing Championship 2005;
30951,1701,PC,Sherlock Holmes: Secret of The Silver Earring;
30952,1702,PC,Wildlife Park;
30953,1703,PC,Wildlife Park: Wild Creatures;
30954,1704,PC,Creatures;
30955,1705,PC,The Devil Inside;
30956,1706,PC,Duke Nukem;
30957,1707,PC,Duke Nukem II;
30958,1708,PC,Dynablaster;
30959,1709,PC,Final Doom;
30960,1710,PC,Midtown Madness;
30961,1711,PC,Puzzle Bobble;
30962,1712,PC,Star Wars: Yoda Stories;
30963,1713,PC,Stupid Invaders;
30964,1714,PC,Urban Chaos;
30965,1715,GBA,Chocobo Land: A Game of Dice;
30966,1716,NES,Nobunaga's Ambition;
30967,1717,NES,Ninja Kid;
30968,1718,NES,Operation Wolf;
30969,1719,NES,P.O.W.: Prisoners of War;
30970,1720,NES,Quattro Adventure;
30971,1721,NES,Quattro Sports;
30972,1722,NES,Rambo;
30973,1723,NES,Renegade;
30974,1724,NES,RoadBlasters;
30975,1725,NES,Rollergames;
30976,1726,NES,Roundball: 2-on-2 Challenge;
30977,1727,NES,Shooting Range;
30978,1728,NES,Snoopy's Silly Sports Spectacular!;
30979,1729,NES,Spelunker;
30980,1730,NES,Stealth ATF;
30981,1731,NES,Super Glove Ball;
30982,1732,NES,Super Team Games;
30983,1733,NES,Swords and Serpents;
30984,1734,PC,Enclave;
30985,1735,PC,Knights of the Temple: Infernal Crusade;
30986,1736,PC,Psi-Ops: The Mindgate Conspiracy;
30987,1737,XBL,Braid;
30988,1738,GEN,Cyborg Justice;
30989,1739,PC,SpellForce 2: Dragon Storm;
30990,1740,PC,SpellForce 2: Gold Edition;
30991,1741,PC,Once Upon a Knight;
30992,1742,PC,Disciples II: Servants of the Dark;
30993,1743,PC,Disciples II: Guardians of the Light;
30994,1744,PC,Disciples II: Rise of the Elves;
30995,1745,PC,Disciples II: Gallean's Return;
30996,1746,PC,Disciples II: Gold Edition;
30997,1747,PC,Armies of Exigo;
30998,1748,XBL,The Maw;
30999,1749,GEN,Mazin Saga Mutant Fighter;
31000,1750,GEN,Air Diver;
31001,1751,NES,Advanced Dungeons & Dragons: Dragons of Flame;
31002,1752,PSN,The Last Guy;
31003,1753,WW,Pong Toss! Frat Party Games;
31004,1754,XBL,PowerUp Forever;
31005,1755,PSN,PowerUp Forever;
31006,1756,PC,The Oregon Trail;
31007,1757,PC,The Oregon Trail II;
31008,1758,PC,The Oregon Trail 3rd Edition;
31009,1759,PC,The Oregon Trail 4th Edition;
31010,1760,PC,The Oregon Trail 5th Edition;
31011,1761,PC,Team Fortress Classic;
31012,1762,SNES,Super Momotarou Dentetsu II;
31013,1763,SNES,Sansara Naga 2;
31014,1764,XBL,Happy Tree Friends: False Alarm;
31015,1765,PS2,Lumines Plus;
31016,1766,PC,Delta Force;
31017,1767,PC,Delta Force: Land Warrior;
31018,1768,PC,Delta Force: Task Force Dagger;
31019,1769,PC,The Simpsons Arcade Game;
31020,1770,PC,The Simpsons: Bart vs. the Space Mutants;
31021,1771,PC,The Simpsons: Bart's House of Weirdness;
31022,1772,PC,Krusty's Fun House;
31023,1773,NES,Krusty's Fun House;
31024,1774,NES,The Simpsons: Bartman Meets Radioactive Man;
31025,1775,GEN,The Simpsons: Bart's Nightmare;
31026,1776,SNES,Super Mario All-Stars and Super Mario World;
31027,1777,PC,Interstate '76;
31028,1778,GBA,Crazy Frog Racer;
31029,1779,WW,Wild West Guns;
31030,1780,PC,Happy Tree Friends: False Alarm;
31031,1781,GBA,Pippa Funnell: Stable Adventure;
31032,1782,XBL,Frogger 2;
31033,1783,XBL,Buku Sudoku;
31034,1784,GEN,Virtual Bart;
31035,1785,GEN,The Itchy & Scratchy Game;
31036,1786,PC,The Simpsons: Virtual Springfield;
31037,1787,PC,The Precursors;
31038,1788,DS,LostWinds 2;
31039,1789,PC,Exodus from the Earth;
31040,1790,PC,Afterfall;
31041,1791,GBA,V.I.P.;
31042,1792,GC,World Championship Poker;
31043,1793,GC,World Championship Pool 2004;
31044,1794,VC,Ys Book I & II;
31045,1795,GC,V-Rally 3;
31046,1796,PC,Operation Mania;
31047,1797,GC,Evolution Snowboarding;
31048,1798,X360,Age of Conan: Hyborian Adventures;
31049,1799,PC,White Gold: War in Paradise;
31050,1800,XBL,Axiom Overdrive;
31051,1801,XBL,Defense Grid: The Awakening;
31052,1802,XBL,The Dishwasher: Dead Samurai;
31053,1803,XBL,Fable II Pub Games;
31054,1804,XBL,Feeding Frenzy 2: Shipwreck Showdown;
31055,1805,XBL,HoopWorld;
31056,1806,XBL,Lode Runner;
31057,1807,XBL,Peggle;
31058,1808,XBL,Pirates vs Ninjas Dodgeball;
31059,1809,XBL,Shotest Shogi;
31060,1810,PC,Shotest Shogi 3D;
31061,1811,XBL,ToW: Things on Wheels;
31062,1812,XBL,Vigilante 8: Arcade;
31063,1813,XBL,Zombie Wranglers;
31064,1814,PC,The Amazing Spider-Man;
31065,1815,PC,Questprobe Featuring The Hulk;
31066,1816,PC,Questprobe Featuring The Human Torch and The Thing;
31067,1817,PC,Fantastic 4;
31068,1818,PC,The Incredible Hulk: The Pantheon Saga;
31069,1819,GEN,The Incredible Hulk;
31070,1820,PC,Iron Man / X-O Manowar in Heavy Metal;
31071,1821,NES,The Uncanny X-Men;
31072,1822,PC,The Punisher (1990);
31073,1823,NES,Wolverine;
31074,1824,PSP,Silverfall;
31075,1825,XBL,R-Type Dimensions;
31076,1826,XBL,A Kingdom for Keflings;
31077,1827,PC,Spider-Man;
31078,1828,PC,The Amazing Spider-Man and Captain America in Doctor Doom's Revenge!;
31079,1829,GBA,Spider-Man: Battle for New York;
31080,1830,GEN,Spider-Man the Animated Series;
31081,1831,SNES,Spider-Man;
31082,1832,NES,Spider-Man: Return of the Sinister Six;
31083,1833,PC,Spider-Man: The Movie;
31084,1834,PC,Spider-Man 2;
31085,1835,GBA,Spider-Man 3;
31086,1836,PC,The Tale of Despereaux;
31087,1837,Wii,Akko de Pon! Ikasama Hourouki;
31088,1838,Wii,Aquatic Tales;
31089,1839,Wii,Simple Wii Series Vol. 3: Ason de Wakaru - The Party Casino;
31090,1840,Wii,Simple Wii Series Vol. 5: The Block Kuzushi;
31091,1841,Wii,Simple Wii Series Vol. 4: The DokoDemo Asoberu - The Shooting Action;
31092,1842,Wii,Simple Wii Series Vol. 2: The Minna de Bass Tsuri Taikai;
31093,1843,Wii,Simple Wii Series Vol. 1: The Minna de Kart Race;
31094,1844,Wii,Simple 2000 Series Wii Vol. 1: The Table Game;
31095,1845,Wii,Simple Wii Series Vol. 6: The Wai Wai Combat;
31096,1846,GB,Men in Black 2: The Series;
31097,1847,Wii,Blitz: The League;
31098,1848,VC,Art of Fighting 2;
31099,1849,VC,Ninja Commando;
31100,1850,VC,Donkey Kong 3;
31101,1851,VC,Chase H.Q.;
31102,1852,VC,Sonic the Hedgehog (MS);
31103,1853,VC,Splatterhouse 2;
31104,1854,PC,The House of the Dead;
31105,1855,SNES,Syndicate;
31106,1856,GEN,Syndicate;
31107,1857,SAT,Idol Janshi Suchie-Pai Special;
31108,1858,PSN,Supersonic Acrobatic Rocket-Powered Battle-Cars;
31109,1859,VC,Yoshi's Cookie;
31110,1860,DC,Dancing Blade II: Tears of Eden;
31111,1861,GEN,X-Men 2: Clone Wars;
31112,1862,PC,X-Men: Children of the Atom;
31113,1863,PC,X-Men: Madness in Murderworld;
31114,1864,GG,X-Men: Mojo World;
31115,1865,PC,Hinterland;
31116,1866,PC,X-Men: The Ravages of Apocalypse;
31117,1867,PC,X-Men: The Official Game;
31118,1868,PC,X-Men II: The Fall of the Mutants;
31119,1869,NES,Bubble Bath Babes;
31120,1870,NES,Mermaids of Atlantis: The Riddle of the Magic Bubble;
31121,1871,NES,King of Kings;
31122,1872,PS,Racing;
31123,1873,WW,My Aquarium;
31124,1874,PS2,Glass Rose;
31125,1875,PS,Wizard's Harmony;
31126,1876,SAT,Wizard's Harmony;
31127,1877,PS,Wizard's Harmony 2;
31128,1878,SAT,Wizard's Harmony 2;
31129,1879,PS,Wizard's Harmony R;
31130,1880,PS,Spriggan: Lunar Verse;
31131,1881,SAT,Shining Force III: Scenario 3;
31132,1882,PC,Romance of the Three Kingdoms XI;
31133,1883,PS,Car and Driver Presents: Grand Tour Racing '98;
31134,1884,PC,Tom Clancy's Ghost Recon;
31135,1885,PC,Bob the Builder: Can We Fix It?;
31136,1886,PC,Need for Speed III: Hot Pursuit;
31137,1887,PC,Conflict Zone;
31138,1888,PC,Final Fantasy XI: Vana'diel Collection 2008;
31139,1889,PC,Final Fantasy XI: Wings of the Goddess;
31140,1890,DC,90 Minutes: Sega Championship Football;
31141,1891,PC,Test Drive 5;
31142,1892,WW,Tetris Party;
31143,1893,PC,Space Hulk;
31144,1894,PC,Space Hulk: Vengeance of the Blood Angels;
31145,1895,GB,Disney's The Little Mermaid II Pinball Frenzy;
31146,1896,SNES,True Lies;
31147,1897,SNES,Chester Cheetah: Too Cool to Fool;
31148,1898,SNES,Captain Tsubasa III: Koutei no Chousen;
31149,1899,SNES,Tiny Toon Adventures: Wacky Sports Challenge;
31150,1900,SNES,Sunset Riders;
31151,1901,XBL,Minesweeper Flags;
31152,1902,NES,Super Mario Bros. / Tetris / Nintendo World Cup;
31153,1903,MS,Fushihi no Oshiro Pit Pot;
31154,1904,Wii,PyroBlazer;
31155,1905,GEN,The Aquatic Games starring James Pond and the Aquabats;
31156,1906,GEN,Arcus Odyssey;
31157,1907,GEN,Arnold Palmer Tournament Golf;
31158,1908,GEN,Art Alive;
31159,1909,GEN,Asterix and the Power of the Gods;
31160,1910,GEN,Australian Rugby League;
31161,1911,GEN,Aworg (MN);
31162,1912,GEN,B.O.B.;
31163,1913,GEN,Back to the Future Part III;
31164,1914,GEN,Devilish: The Next Possession;
31165,1915,GEN,Bahamut Senki;
31166,1916,GEN,Ball Jacks;
31167,1917,GEN,Barbie Super Model;
31168,1918,GEN,Barbie Vacation Adventure;
31169,1919,GEN,Barkley: Shut Up and Jam 2;
31170,1920,GEN,Barney's Hide and Seek;
31171,1921,GEN,Bass Masters Classic;
31172,1922,GEN,Bass Masters Classic: Pro Edition;
31173,1923,GEN,Batman: Revenge of the Joker;
31174,1924,GEN,Trouble Shooter;
31175,1925,GEN,Battle Master;
31176,1926,GEN,BattleTech: A Game of Armored Combat;
31177,1927,GEN,Battletoads / Double Dragon;
31178,1928,GEN,Beast Wrestler;
31179,1929,GEN,Disney's Beauty and the Beast: Belle's Quest;
31180,1930,GEN,Disney's Beauty and the Beast: Roar of the Beast;
31181,1931,GEN,Beethoven;
31182,1932,PC,Conquest: Frontier Wars;
31183,1933,PC,Crazy Frog Racer;
31184,1934,SAT,Gensou Suikoden;
31185,1935,PC,Lifeforce Tenka;
31186,1936,PC,Constructor;
31187,1937,WW,Swords & Soldiers;
31188,1938,PC,E.T. Interplanetary Mission;
31189,1939,PC,EverQuest II: Desert of Flames;
31190,1940,PC,EverQuest II: Kingdom of Sky;
31191,1941,PC,Evil Twin: Cyprien's Chronicles;
31192,1942,PS2,Evil Twin: Cyprien's Chronicles;
31193,1943,DC,Evil Twin: Cyprien's Chronicles;
31194,1944,PC,F1 Racing Championship;
31195,1945,PC,Fame Academy;
31196,1946,PS2,Fame Academy;
31197,1947,GEN,Cal Ripken Jr. Baseball;
31198,1948,SNES,Cal Ripken Jr. Baseball;
31199,1949,GEN,Beggar Prince;
31200,1950,GEN,The Berenstain Bears' Camping Adventure;
31201,1951,GEN,Best of the Best: Championship Karate;
31202,1952,GEN,Bill Walsh College Football '95;
31203,1953,GEN,Bimini Run;
31204,1954,GEN,Uchuu Senkan Gomora;
31205,1955,GEN,Bishoujo Senshi Sailor Moon;
31206,1956,GEN,Block Out;
31207,1957,GEN,Blockbuster World Video Game Championship II;
31208,1958,GEN,Blue Almanac;
31209,1959,GEN,Body Count;
31210,1960,GEN,Championship Bowling;
31211,1961,GEN,Boxing Legends of the Ring;
31212,1962,GEN,Bram Stoker's Dracula;
31213,1963,GEN,Brett Hull Hockey;
31214,1964,GEN,Brian Lara Cricket 96;
31215,1965,GEN,Bubba 'n' Stix;
31216,1966,GEN,Bubble and Squeak;
31217,1967,GEN,Budokan: The Martial Spirit;
31218,1968,GEN,Bugs Bunny in Double Trouble;
31219,1969,GEN,Bulls vs Lakers and the NBA Playoffs;
31220,1970,PC,Spy Hunter;
31221,1971,GB,Midway presents Arcade Hits: Moon Patrol / Spy Hunter;
31222,1972,GC,Top Angler: Real Bass Fishing;
31223,1973,PS2,Worms Blast;
31224,1974,PC,Worms Blast;
31225,1975,GBA,Worms Blast;
31226,1976,PC,Mysteryville 2;
31227,1977,XBL,Galaga;
31228,1978,NES,Super Pitfall;
31229,1979,PS2,Army Men: Soldiers of Misfortune;
31230,1980,NES,Ms. Pac-Man;
31231,1981,PS2,Shepherd's Crossing;
31232,1982,PS2,Robot Warlords;
31233,1983,GBA,Robots;
31234,1984,GC,World Racing;
31235,1985,PC,World Racing;
31236,1986,PS2,World Racing;
31237,1987,GEN,Caesars Palace;
31238,1988,GEN,Caliber .50;
31239,1989,GEN,High Seas Havoc;
31240,1990,GEN,Champions World Class Soccer;
31241,1991,GEN,Championship Pool;
31242,1992,GEN,Soldiers of Fortune;
31243,1993,GEN,Chase H.Q. II;
31244,1994,GEN,Chavez II;
31245,1995,GEN,Cheese Cat-Astrophe Starring Speedy Gonzales;
31246,1996,GEN,Chester Cheetah: Too Cool to Fool;
31247,1997,GEN,Chester Cheetah: Wild Wild Quest;
31248,1998,GEN,Chi Chi's Pro Challenge Golf;
31249,1999,GEN,Chibi Maruko-Chan: Waku Waku Shopping;
31250,2000,GEN,Dino Land;
31251,2001,GEN,Choukyuukai Miracle Nine;
31252,2002,GEN,Classic Collection;
31253,2003,WW,Midnight Pool;
31254,2004,VC,Neo Turf Masters;
31255,2005,PC,Bolt;
31256,2006,PC,High School Musical 3: Senior Year DANCE!;
31257,2007,PS2,Operation Air Assault;
31258,2008,PC,Discovery! A Seek & Find Adventure;
31259,2009,PC,IGT Slots: Little Green Men;
31260,2010,PC,Fashion Solitaire;
31261,2011,PC,Can You See What I See? Curfuffle's Collectibles;
31262,2012,WW,Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free;
31263,2013,PC,Igor: The Game;
31264,2014,PC,Disney Sing It;
31265,2015,PC,Zoo Vet: Endangered Animals;
31266,2016,PC,SCORE International Baja 1000: The Official Game;
31267,2017,DS,Build-A-Bear Workshop;
31268,2018,PC,Slingo Quest;
31269,2019,DC,Virtua Cop 2;
31270,2020,XBL,E4 - Every Extend Extra Extreme;
31271,2021,NES,Dragon Ball Z II: Gekigami Freeza!!;
31272,2022,PC,Spear of Destiny: A Wolfenstein 3D Adventure!;
31273,2023,DS,Hannah Montana: Pop Star Exclusive;
31274,2024,XBL,Ecco the Dolphin;
31275,2025,PC,Civilization IV: Warlords;
31276,2026,PS2,Ultimate Band;
31277,2027,PSN,GTI Club+;
31278,2028,PSN,Savage Moon;
31279,2029,PS2,Net de Bomberman;
31280,2030,PS2,Nickelodeon Party Blast;
31281,2031,PSN,PAIN: Amusement Park;
31282,2032,PC,Larry Bond's Harpoon 4;
31283,2033,PC,RealFlight;
31284,2034,PC,Scrabble Junior;
31285,2035,PC,Largo Winch: Empire Under Threat;
31286,2036,PS2,Largo Winch: Empire Under Threat;
31287,2037,XB,Largo Winch: Empire Under Threat;
31288,2038,GC,Largo Winch: Empire Under Threat;
31289,2039,PC,Onimusha 3: Demon Siege;
31290,2040,WW,Hockey Allstar Shootout;
31291,2041,WW,Home Sweet Home;
31292,2042,GC,Knights of the Temple: Infernal Crusade;
31293,2043,PS2,Knights of the Temple: Infernal Crusade;
31294,2044,PS2,Made Man: Confessions of the Family Blood;
31295,2045,PS2,Hametsu no Mars;
31296,2046,PSP,Ferrari Challenge Trofeo Pirelli;
31297,2047,PS2,Dragon Ball Z Trilogy;
31298,2048,PS2,SingStar Pop Hits 3;
31299,2049,PS2,SingStar Pop Hits 2;
31300,2050,PC,MechWarrior 4: Black Knight Expansion;
31301,2051,PC,MechWarrior 3;
31302,2052,PC,MechWarrior 3: Pirate's Moon Expansion Pak;
31303,2053,PC,MechWarrior 2: Ghost Bear's Legacy;
31304,2054,PC,MechWarrior 2: Mercenaries;
31305,2055,PC,Backyard NFL Football '09;
31306,2056,PC,Prison Tycoon 4: SuperMax;
31307,2057,PC,Peter Jackson's King Kong: The Official Game of the Movie;
31308,2058,PC,Pippa Funnell: The Golden Stirrup Challenge;
31309,2059,PC,Pirates of the Caribbean;
31310,2060,PC,Pirates of the Caribbean: The Legend of Jack Sparrow;
31311,2061,PC,FIFA Manager 06;
31312,2062,GBA,Aleck & Bordon Adventure: Tower & Shaft;
31313,2063,GBA,Alex Ferguson's Player Manager 2002;
31314,2064,GBA,Angel Collection: Mezase! Gakuen no Fashion Leader;
31315,2065,GBA,Angelique;
31316,2066,GBA,Animal Mania: Doki*Doki Aishou Check;
31317,2067,GBA,Animal Yokochou: Doki*Doki Kyuushutsu Daisakusen! no Maki;
31318,2068,GBA,Animal Yokochou: Doki*Doki Shinkyuu Shiken! no Kan;
31319,2069,GBA,Pinky and the Brain: The Master Plan;
"31320,2070,GBA,""Animaniacs: Lights, Camera, Action!""";
31321,2071,GBA,Ao Zora to Nakama Tachi - Yume no Bouken;
31322,2072,GBA,Agassi Tennis Generation;
31323,2073,PC,Outcry;
31324,2074,PC,Penumbra: Black Plague;
31325,2075,PC,The Game of Life: SpongeBob SquarePants Edition;
31326,2076,PC,Imperium Romanum: Emperor Expansion;
31327,2077,PC,Wizardology;
31328,2078,PC,Etch A Sketch;
31329,2079,PC,Madden NFL 06;
31330,2080,PC,Anno 1701: The Sunken Dragon Expansion;
31331,2081,PC,1701 A.D. Gold Edition;
31332,2082,X360,Xbox Live Arcade Compilation Disc;
31333,2083,DS,Emma in the Mountains;
31334,2084,PC,Silverfall;
31335,2085,PC,Bet on Soldier: Trilogy;
31336,2086,WW,Helix;
31337,2087,PS2,Ultimate Pro Pinball;
31338,2088,XB,Ultimate Pro Pinball;
31339,2089,PC,Ultimate Pro Pinball;
31340,2090,PS2,Venus & Braves: Majo to Megami to Horobi no Yogen;
31341,2091,XBL,Castlevania: Symphony of the Night;
31342,2092,X360,Warhound;
31343,2093,GEN,Midnight Resistance;
31344,2094,GBA,Arctic Tale;
31345,2095,Wii,M&M's Adventure;
31346,2096,PS2,M&M's Adventure;
31347,2097,PS3,They;
31348,2098,PC,They;
31349,2099,X360,They;
31350,2100,VC,Samurai Shodown II;
31351,2101,X360,Cipher Complex;
31352,2102,PS3,Cipher Complex;
31353,2103,PC,LEGO Rock Raiders;
31354,2104,PC,Bella Sara;
31355,2105,PC,Barbie Fashion Show: Eye For Style;
31356,2106,PC,Dragonology;
31357,2107,PC,Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner;
31358,2108,PC,Blackwell Unbound;
31359,2109,PC,Populous: The Promised Lands;
31360,2110,Wii,Party Crashers;
31361,2111,VC,Beyond Oasis;
31362,2112,GBA,Battle B-Daman: Fire Spirits!;
31363,2113,GBA,Backyard Sports Basketball 2007;
31364,2114,GBA,Bakuten Shoot Beyblade: Gekitou! Saikyou Blade;
31365,2115,GBA,The Barbie Diaries: High School Mystery;
31366,2116,GBA,Barbie in The 12 Dancing Princesses;
31367,2117,GBA,Bass Tsuri Shiyouze!: Tournament wa Senryaku da!;
31368,2118,SAT,Find Love 2: Rhapsody;
31369,2119,PC,Guitar Hero: Aerosmith;
31370,2120,PC,Age of Wonders II: The Wizard's Throne;
31371,2121,PC,Age of Wonders: Shadow Magic;
31372,2122,PC,Jewel Quest;
31373,2123,XBL,Jewel Quest;
31374,2124,PC,Restricted Area;
31375,2125,PC,Republic: The Revolution;
31376,2126,PC,Siege of Avalon;
31377,2127,PC,Barbie in The 12 Dancing Princesses;
31378,2128,GEN,Zero Tolerance;
31379,2129,PC,Rome: Total War Alexander;
31380,2130,PC,Dark Reign 2;
31381,2131,WW,Bomberman Blast;
31382,2132,WW,Aero Guitar;
31383,2133,WW,Alien Crush Returns;
31384,2134,WW,Bang Attack;
31385,2135,WW,Battle Poker;
31386,2136,WW,Big Kahuna Party;
31387,2137,WW,Bruiser & Scratch;
31388,2138,WW,Butterfly Garden;
31389,2139,WW,Luc Bernard's Eternity's Child;
31390,2140,WW,Sandy Beach;
31391,2141,WW,Fun! Fun! Minigolf;
31392,2142,WW,Gradius ReBirth;
31393,2143,WW,Gravitronix;
31394,2144,WW,Last Flight;
31395,2145,WW,LIT;
31396,2146,WW,Maboshi's Arcade;
31397,2147,WW,Midnight Bowling;
31398,2148,WW,Pit Crew Panic!;
31399,2149,WW,PL�TTCHEN: Twist 'N' Paint;
31400,2150,WW,Potpourrii;
31401,2151,WW,Rolling Bloobs;
31402,2152,WW,Space Invaders Get Even;
31403,2153,WW,Target Toss Pro: Bags;
31404,2154,WW,Wordsnake;
31405,2155,PS2,Sonic Gems Collection;
31406,2156,DC,What's Shenmue;
31407,2157,PC,Whiteout;
31408,2158,GBA,Battle x Battle: Kyoudai Ou Densetsu;
31409,2159,GBA,BB Ball;
31410,2160,GBA,Beast Shooter: Mezase Beast King;
31411,2161,GBA,The Bee Game;
31412,2162,GBA,Best Play Pro Yakyuu;
31413,2163,GBA,Beyblade: Ikuze! Gekitou! Chou Jiryoku Battle!!;
31414,2164,GBA,bit Generations: Coloris;
31415,2165,GBA,bit Generations: Digidrive;
31416,2166,GBA,bit Generations: Orbital;
31417,2167,GBA,bit Generations: Soundvoyager;
31418,2168,GBA,Black Belt Challenge;
31419,2169,GBA,Black Black;
31420,2170,GBA,Black/Matrix Zero;
31421,2171,GBA,Blades of Thunder;
31422,2172,GBA,Bleach Advance: Kurenai ni Somaru Soul Society;
31423,2173,GBA,Brick Em' All;
31424,2174,GBA,Blue Angelo: Angels from the Shrine;
31425,2175,GBA,BMX Trick Racer;
31426,2176,GBA,Boboboubo Boubobo: 9 Kiwame Senshi Gyagu Yuugou;
31427,2177,GBA,Boku no Kabuto - Kuwagata;
31428,2178,GBA,Boku no Kabuto Mushi;
31429,2179,GBA,Boku wa Koukuu Kanseikan;
31430,2180,GBA,Bomberman Jetters: Densetsu no Bomberman;
31431,2181,GBA,Bomberman Jetters: Game Collection;
31432,2182,GBA,Bouken Yuuki PlaStar World: Densetsu no PlaStar Gate EX;
31433,2183,GBA,Bouken Yuuki PlaStar World: Densetsu no Plasto Gate;
31434,2184,GBA,Bouken Yuuki PlaStar World: Plaston GP;
31435,2185,GBA,Bouken-Ou Beet: Busters Road;
31436,2186,GBA,Boukyaku no Senritsu: The Melody of Oblivion;
31437,2187,GBA,Broken Circle;
31438,2188,GBA,Flushed Away;
31439,2189,VC,Super Mario RPG: Legend of the Seven Stars;
31440,2190,PC,Spore Creature Creator;
31441,2191,XBL,Meteos Wars;
31442,2192,PCE,Fighting Street;
31443,2193,GEN,Cliffhanger;
31444,2194,GEN,Clue;
31445,2195,GEN,Coach K College Basketball;
31446,2196,GEN,College Football USA 96;
31447,2197,GEN,College Football USA 97;
31448,2198,GEN,College Football's National Championship;
31449,2199,GEN,College Football's National Championship II;
31450,2200,GEN,College Slam;
31451,2201,GEN,Columns III;
31452,2202,GEN,Cyber-Cop;
31453,2203,GEN,Cosmic Spacehead;
31454,2204,GEN,Crayon Shin-Chan: Arashi o Yobu Enji;
31455,2205,GEN,CrossFire;
31456,2206,GEN,Two Crude Dudes;
31457,2207,GEN,Curse;
31458,2208,GEN,Cutie Suzuki no Ringside Angel;
31459,2209,GBA,Captain Tsubasa: Eikou no Kiseki;
31460,2210,PS,Mary King's Riding Star;
31461,2211,DS,Gravity Zero Racing;
31462,2212,PS2,Tim Stockdale's Riding Star;
31463,2213,PC,Tim Stockdale's Riding Star;
31464,2214,GBA,Card Captor Sakura: Sakura Card de Mini-Game;
31465,2215,GBA,Card Captor Sakura: Sakura Card-hen Sakura Card to Tomodachi;
31466,2216,GBA,Card Party;
31467,2217,GBA,Carrera Power Slide;
31468,2218,PC,Reel Deal Casino: Millionaire's Club;
31469,2219,PC,Cooking Academy;
31470,2220,PC,Word Mania 2;
31471,2221,PC,Build-a-lot;
31472,2222,PC,Build-A-Lot 2: Town of the Year;
31473,2223,PC,Cesar Milan's Dog Whisperer;
31474,2224,GEN,Daffy Duck in Hollywood;
31475,2225,GEN,Dahna: Megami Tanja;
31476,2226,GEN,Uncharted Waters;
31477,2227,GEN,New Horizons;
31478,2228,GEN,Twin Hawk;
31479,2229,GEN,Dangerous Seed;
31480,2230,GEN,Darwin 4081;
31481,2231,GEN,Dashin' Desperados;
31482,2232,GEN,David Crane's Amazing Tennis;
31483,2233,GEN,Daze Before Christmas;
31484,2234,GEN,Deadly Moves;
31485,2235,GEN,Death Duel;
31486,2236,GEN,Devil's Course;
31487,2237,GEN,Dick Vitale's Awesome Baby! College Hoops;
31488,2238,GEN,The Disney Collection: Castle of Illusion / Quackshot;
31489,2239,GEN,Divine Sealing;
31490,2240,GEN,DJ Boy;
31491,2241,GEN,Honoo no Doukyuuji: Dodge Danpei;
31492,2242,GEN,DokiDoki Penguin Land (MN);
31493,2243,GEN,Doom Troopers;
31494,2244,GEN,Doraemon: Yume Dorobou to 7-Jin no Gozans;
31495,2245,GEN,Dragon Ball Z;
31496,2246,GEN,Dragon Slayer: Eiyuu Densetsu II;
31497,2247,GEN,Shanghai II: Dragon's Eye;
31498,2248,GEN,Dragon's Revenge;
31499,2249,GEN,Team USA Basketball;
31500,2250,GEN,Duke Nukem 3D;
31501,2251,GEN,Dyna Brothers;
31502,2252,GEN,Dyna Brothers 2;
31503,2253,GEN,Dynamite Duke;
31504,2254,GBA,Championship Motocross 2002 Featuring Ricky Carmichael;
31505,2255,PC,NHL 2000;
31506,2256,PC,NHL 2001;
31507,2257,PC,NHL 2003;
31508,2258,PC,Oasis;
31509,2259,NES,Rock 'n Ball;
31510,2260,NES,Track & Field;
31511,2261,NES,Snake's Revenge;
31512,2262,GEN,NHL 96;
31513,2263,PC,Earth 2150;
31514,2264,PC,NHL 99;
31515,2265,PC,Ground Control;
31516,2266,PC,F-22 Air Dominance Fighter;
31517,2267,PC,Edgar Torrenteras Extreme Biker;
31518,2268,PC,Magic & Mayhem: The Art of Magic;
31519,2269,PC,Zax: The Alien Hunter;
31520,2270,PC,Shogun: Total War - Warlord Edition;
31521,2271,PC,Total Annihilation: The Core Contingency;
31522,2272,PC,Europa Universalis III: In Nomine;
31523,2273,SNES,Skyblazer;
31524,2274,VC,Clu Clu Land;
31525,2275,SNES,WWF Raw (1994);
31526,2276,PS2,Yumeria;
31527,2277,GBA,Oggy and the Cockroaches;
31528,2278,PC,Commander Keen: Secret of the Oracle;
31529,2279,PC,Commander Keen: Aliens Ate My Babysitter!;
31530,2280,PC,Commander Keen: Marooned on Mars;
31531,2281,PC,Commander Keen: The Earth Explodes;
31532,2282,PC,Commander Keen: Keen Must Die!;
31533,2283,Wii,SkyScraper;
31534,2284,PC,Commander Keen: The Armageddon Machine;
31535,2285,GBA,Chobits: Atashi Dake no Hito;
