Name,Platform,Publisher,Global Sales,Date de sortie 
Suzumiya Haruhi no Chokuretsu,DS,Sega,,2009.0
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,Playstation,Tecmo Koei,,2018.0
The IdolM@ster: Gravure For You! Vol. 5,Playstation,Namco Bandai Games,,2012.0
Rayman 3: Hoodlum Havoc,NS,Ubisoft,,2003.0
S.Y.K Renshouden,PC,Idea Factory,,2010.0
Blokus Portable: Steambot Championship,Playstation,Majesco,,2008.0
Blade Arcus from Shining EX,Playstation,Sega,,2015.0
Record of Grancrest War,Playstation,Bandai Namco Games,,2018.0
Winter Sports 3: The Great Tournament,Playstation,Zoo Games,,2011.0
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,Playstation,Idea Factory,,2011.0
Legends of Chima: Laval's Journey,Playstation,Warner Bros. Interactive Entertainment,,2013.0
D.C.I.F.: Da Capo Innocent Finale,DS,Sweets,,2009.0
Galaxy Angel II: Mugen Kairou no Kagi,Nintendo,Broccoli,,2007.0
Konpeki no Kantai,DS,Angel Studios,,1995.0
Nectaris: Military Madness,Playstation,Jaleco,,1998.0
Pet Alien: An Intergalactic Puzzlepalooza,Playstation,Game Factory,,2007.0
THE iDOLM@STER: Stella Stage,Playstation,Namco Bandai Games,,2017.0
Hot Pixel    Read the review,Playstation,Atari,,2007.0
Dragon Quest X: 5000-nen no Harukanaru Kokyou e Online,Playstation,Square Enix,,2017.0
BRAHMA Force: The Assault on Beltlogger 9,Wii,Jaleco,,1997.0
Lock On: Modern Air Combat,Playstation,Ubisoft,,2003.0
Tenka-bito,Playstation,Sega,,2006.0
INSIDE / LIMBO Double Pack,PC,505 Games,,2017.0
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,Xbox,Takara Tomy,,2009.0
Robo Pit,DS,THQ,,1996.0
Samurai Spirits: Tenkaichi Kenkakuden,Playstation,Unknown,,
Muv-Luv Alternative: Total Eclipse,Playstation,5pb,,2013.0
Star Wars: The Force Unleashed II,PC,LucasArts,,2010.0
R-Type III: The Third Lightning,Playstation,"Destination Software, Inc",,2004.0
Sukitomo. Tsukiuta. 12 Memories,GB,Namco Bandai Games,,2017.0
Take On Helicopters,Playstation,Unknown,,2011.0
The Inner World,PC,Headup Games,,2013.0
The Pillars of the Earth,PC,Kalypso Media,,2017.0
Hakuouki,Playstation,Idea Factory,,2008.0
Atomic Betty,Playstation,Namco,,2005.0
"Princess Natasha: Student, Secret Agent, Princess",,DSI Games,,2006.0
Monster Hunter Frontier Online: Season 10,GB,Capcom,,2011.0
Robin Hood: Defender of the Crown,Xbox,Capcom,,2003.0
Armored Core: Last Raven Portable,Xbox,From Software,,2010.0
Master of Monsters: Disciples of Gaia,GB,ASCII Entertainment,,1998.0
Street Jam Basketball,Playstation,DSI Games,,2004.0
SD Gundam: Gashapon Wars,Playstation,Namco Bandai,,2010.0
Curious George,Wii,Namco,,2006.0
The Lost Child,Xbox,NIS America,,2018.0
Disney's Aladdin,Playstation,Capcom,,2004.0
Virtual Pool: Tournament Edition,GB,Global Star Software,,2005.0
Winning Post 8 2015,Xbox,Tecmo Koei,,2015.0
Nippon no Asoko de,Playstation,Sony Computer Entertainment,,2008.0
Taishou Moebius Line Vitable,Playstation,Dramatic Create,,2016.0
MapleStory DS,Playstation,Nexon,,2010.0
Romance of the Three Kingdoms 13 with Power-Up Kit,DS,Tecmo Koei,,2017.0
Pimp My Ride: Street Racing    Read the review,Playstation,Activision,,2009.0
Culdcept,DS,NEC Interchannel,,2003.0
Homeworld 2,Playstation,Sierra Entertainment,,2003.0
Popeye: Rush for Spinach,PC,Namco,,2005.0
Blue Breaker: Ken Yorimo Hohoemi o,GB,NEC,,1996.0
Codename: Panzers Cold War,Autre,Atari,,2009.0
BeatMania IIDX 15: DJ Troopers,PC,Konami,,2008.0
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,Playstation,Namco Bandai Games,,2015.0
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,Playstation,Unknown,,2011.0
Planet of the Apes,GB,Ubisoft,,2001.0
Drake & Josh: Talent Showdown,Playstation,THQ,,2007.0
Hissatsu Pachinko Collection 3,DS,Sunsoft,,1995.0
Real World Golf,Xbox,Mad Catz,,2006.0
Oumagatoki: Kaidan Romance,Nintendo,Quinrose,,2012.0
Mahjong Kakutou Club: Zenkoku Taisenban,Playstation,Konami,,2006.0
NBA 08,Playstation,Sony Computer Entertainment,,2007.0
Triple Pack: Xbox Live Arcade Compilation,Playstation,Microsoft,,2011.0
Hayate no Gotoku! Nightmare Paradise,Xbox,Konami,,2009.0
Empire Earth II,Playstation,VU Games,,2005.0
Forza Motorsport 4: December IGN Pack,PC,Microsoft Studios,,2011.0
Knights of Honor,PC,Paradox Interactive,,2005.0
Koihime Enbu,XBL,Yeti,,2016.0
NBA 2K13,Playstation,2K Sports,,2012.0
Shinsei Batteki Drive Girls,PC,Aksys Games,,2017.0
Nanashi no Game Me,Playstation,Square Enix,,2009.0
Road Rage,DS,Maximum Games,,2017.0
Star Trek: The Game,PC,Namco Bandai Games,,2013.0
Criminal Girls 2: Party Favors,Playstation,NIS America,0.03,2016.0
Senjou no Waltz,Playstation,Idea Factory,,2014.0
DICE: DNA Integrated Cybernetic Enterprises,Playstation,Bandai,,2005.0
MX vs. ATV Supercross,Playstation,Nordic Games,,2014.0
Megpoid the Music#,Playstation,Asgard,,2013.0
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,Namco Bandai,,2007.0
The Croods: Prehistoric Party!,Playstation,D3Publisher,,2013.0
Dragon Quest X: All in One Package Ver.1-4,Wii,Square Enix,,2018.0
Wallace & Gromit in Project Zoo,NS,BAM! Entertainment,,2003.0
Grid Runner,Xbox,Virgin Interactive,,1996.0
Metal Dungeon,Playstation,Xicat Interactive,,2002.0
Saihai no Yukue,Xbox,KOEI,,2008.0
Drome Racers,DS,Electronic Arts,,2003.0
Guitar Freaks V & DrumMania V,Nintendo,Konami,,2006.0
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,Playstation,Level 5,,2009.0
Penny-Punching Princess,DS,NIS America,,2018.0
Gekido Advance: Kintaro's Revenge,NS,"Destination Software, Inc",,2003.0
Winning Post 8 2017,GB,Tecmo Koei,,2017.0
Samurai Warriors: Sanada Maru,Playstation,Tecmo Koei,,2016.0
Future Tactics: The Uprising,Playstation,Crave Entertainment,,2004.0
Dream Pinball 3D,Xbox,SouthPeak Interactive,,2008.0
Power Poke Dash,DS,Konami,,2006.0
Detective Opera: Milky Holmes 2,GB,BushiRoad,,2012.0
GTR Evolution,PC,Viva Media,,2008.0
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,D3 Publisher,,2009.0
Castlevania: Lords of Shadow - Reverie,Playstation,Konami,,2011.0
Blaze Union: Story to Reach the Future,PSN,Sting,,2010.0
Let's Sing 2018,Playstation,Koch Media,,2017.0
Race Driver 2006,NS,Codemasters,,2006.0
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,Playstation,Alchemist,,2010.0
Buffy the Vampire Slayer: Wrath of the Darkhul King,DS,THQ,,2003.0
The Great Mystery Hidden Object Package 5,GB,Rondomedia,,2015.0
Diabolik Lovers: Vandead Carnival,PC,Idea Factory,,2014.0
Merv Griffin's Crosswords,DS,ValuSoft,,2008.0
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,Playstation,Unknown,,2011.0
Net High,Playstation,Marvelous Interactive,,2015.0
Yomawari: Midnight Shadows,Playstation,NIS America,,2017.0
Roadsters,Playstation,Titus,,2000.0
World of Zoo,Playstation,THQ,,2009.0
DeathSmiles II X,PC,Cave,,2010.0
Medabots Classics: Metabee Ver. / Rokusho Ver.,Xbox,Imagineer,,2017.0
Warhammer: The End Times - Vermintide,DS,Games Workshop,,2016.0
Calcio Bit,Xbox,Nintendo,,2006.0
Kung Fu Panda: Legendary Warriors,GB,Activision,,2008.0
Resident Evil 4,DS,Capcom,,2009.0
Whiteout,Xbox,Konami,,2002.0
007: Quantum of Solace,Mob,Activision,,2008.0
Galaxy Angel II: Zettairyouiki no Tobira,Playstation,Broccoli,,2006.0
Hyakumanton no Bara Bara,PC,Sony Computer Entertainment,,2010.0
Hajime no Ippo: The Fighting,Playstation,ESP,,2002.0
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,GB,Idea Factory,,2010.0
Spectral Souls: Resurrection of the Ethereal Empires,Playstation,NIS America,,2006.0
Syberia II,Playstation,XS Games,,2004.0
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,Xbox,Tecmo Koei,,2015.0
Motor Trend presents Lotus Challenge,Playstation,Xicat Interactive,,2003.0
Azure Striker Gunvolt: Striker Pack,Xbox,Yacht Club Games,,2016.0
Commander: Conquest of the Americas    Read the review,DS,Paradox Interactive,,2010.0
Dino Dini's Kick Off Revival,PC,Avanquest,,2016.0
Bleach DS 4th: Flame Bringer,Playstation,Sega,,2009.0
Pacific Liberator,DS,Zoo Games,,2009.0
Secret Files 2: Puritas Cordis,Wii,Deep Silver,,2009.0
Storm Lover 2nd V,Wii,D3Publisher,,2016.0
Girls Only,Playstation,O-Games,,2010.0
Turn It Around,DS,Majesco,,2007.0
Death end re;Quest    Read the review,DS,Idea Factory,,2019.0
Puzzle Challenge: Crosswords and More!,DS,Crave Entertainment,,2009.0
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,Wii,Level 5,,2009.0
The Longest 5 Minutes    Read the review,NS,NIS America,,2018.0
The King of Fighters Portable '94~'98: Chapter of Orochi,Playstation,SNK Playmore,,2010.0
Nisenochigiri: Omoide no Saki e,Playstation,Idea Factory,,2011.0
Grand Theft Auto: The Trilogy,Playstation,Rockstar Games,,2009.0
Star Trek: Tactical Assault,Playstation,Bethesda Softworks,,2006.0
Ukiyo no Roushi,PC,Spike Chunsoft,,2015.0
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,Playstation,Namco Bandai Games,,2016.0
World of Tanks,Playstation,Wargaming.net,,2014.0
In Cold Blood,Xbox,DreamCatcher Interactive,,2001.0
Winning Post 8 2015,Playstation,Tecmo Koei,,2015.0
SingStar Fussballhits,Playstation,Sony Computer Entertainment,,2010.0
Monsters vs. Aliens,Playstation,Activision,,2009.0
Fireblade,PC,Midway Games,,2002.0
Kamigami no Asobi: Ludere Deorum,Nintendo,Broccoli,,2013.0
Mortal Kombat,PC,Acclaim Entertainment,,1994.0
World Sports Competition,PSN,Hudson Soft,,2011.0
Kong: King of Atlantis,Playstation,Majesco,,2005.0
Stardew Valley,GB,505 Games,,2017.0
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,Xbox,Konami,,2005.0
Kidou Senshi V Gundam,DS,Bandai,,1994.0
Safari Adventures: Africa,Nintendo,Conspiracy Entertainment,,2009.0
Wrestle Angels: Survivor 2,DS,Tryfirst,,2008.0
Onechanbara Z: Kagura,Playstation,D3 Publisher,,2012.0
Ride,Xbox,Milestone S.r.l.,,2015.0
The Island of Dr. Frankenstein,Wii,Storm City Games,,2009.0
ESPN Winter X Games: Snowboarding 2002,PC,Konami,,2002.0
Senran Kagura: Bon Appétit!,Xbox,Xseed Games,,2014.0
The King of Fighters 02/03,Xbox,SNK Playmore,,2005.0
Tsuku Monogatari,Playstation,FuRyu Corporation,,2011.0
Vitamin Z,Playstation,D3 Publisher,,2009.0
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,Playstation,Alchemist,,2011.0
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,Playstation,Yeti,,2010.0
Harukanaru Toki no Naka de 5: Kazahanaki,Playstation,Tecmo Koei,,2012.0
Tom and Jerry in War of the Whiskers,Playstation,NewKidCo,,2003.0
Nobunaga no Yabou DS 2,Xbox,KOEI,,2008.0
SingStar Chartbreaker,DS,Sony Computer Entertainment,,2009.0
Shining Resonance Refrain,Playstation,Sega,,2018.0
The IdolM@ster: Gravure For You! Vol. 6,Playstation,Bandai Namco Games,,2012.0
Metal Saga: Hagane no Kisetsu,Xbox,Success,,2006.0
Young Justice: Legacy,DS,Warner Bros. Interactive Entertainment,,2013.0
Monster High: New Ghoul in School,Wii,Little Orbit,,2015.0
Animaniacs: The Great Edgar Hunt,Xbox,Ignition Entertainment,,2005.0
SNK 40th Anniversary Collection    Read the review,Nintendo,NIS America,,2018.0
101-in-1 Sports Party Megamix,NS,Atlus,,2011.0
Dream Club Zero Portable,Wii,D3 Publisher,,2011.0
Samurai Warriors 2,Playstation,Tecmo Koei,,2013.0
Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,Playstation,Dramatic Create,,2016.0
The Peanuts Movie: Snoopy's Grand Adventure,DS,Activision,,2015.0
Battle Arena Toshinden URA,Playstation,Sega,,1996.0
Betty Boop's Double Shift,Autre,DSI Games,,2007.0
Emily Archer and the Curse of Tutankhamun,DS,Mastertronic,,2011.0
Pro Evolution Soccer 2012,DS,Konami Digital Entertainment,,2012.0
Tumblestone,DS,Nighthawk Interactive,,2016.0
Yonder: The Cloud Catcher Chronicles,Playstation,Merge Games,,2018.0
CID The Dummy,NS,O-Games,,2009.0
Biohazard: Revival Selection,Playstation,Capcom,,2011.0
Cabela's Big Game Hunter: Pro Hunts,Xbox,Activision,,2014.0
Diabolik Lovers: More Blood,Xbox,Idea Factory,,2015.0
Labyrinth Cross Blood: Infinity,Playstation,CyberFront,,2013.0
The Town of Light,Playstation,Wired Productions,,2018.0
Ballyhoo,NS,Infocom,0.03,1986.0
Driver: Parallel Lines,PC,Ubisoft,,2007.0
Super Duper Sumos,Wii,Midway Games,,2003.0
Syberia,PC,The Adventure Company,,2002.0
Wand of Fortune R2: Jikuu ni Shizumu Mokushiroku,GB,Idea Factory,,2017.0
MechAssault: Phantom War,Playstation,Majesco,,2006.0
Shin Megami Tensei: Devil Survivor Overclocked    Read the review,DS,Atlus,,2011.0
Bridge Constructor Portal,DS,Nighthawk Interactive,,2018.0
Blackguards 2,Playstation,Kalypso Media,,2017.0
Disney Sports Soccer,Playstation,Konami,,2002.0
The Last Guy,GB,Sony Computer Entertainment,,2008.0
Akane Iro ni Somaru Saka Parallel,Playstation,GN Software,,2008.0
Rugby League Live,Playstation,Home Entertainment Suppliers,,2010.0
Wand of Fortune R,Xbox,Idea Factory,,2016.0
Amnesia World,Playstation,Idea Factory,,2014.0
Dynasty Warriors 8: Empires,Playstation,Tecmo Koei,,2015.0
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,Playstation,Alchemist,,2011.0
Little Bears,Playstation,Zoo Games,,2010.0
Monster Hunter Frontier Online: Forward 1,DS,Capcom,,2011.0
Check vs. Mate,Xbox,Unknown,,
D1 Professional Drift Grand Prix Series,PC,Yuke's,,2006.0
Max Payne,Playstation,Rockstar Games,,2003.0
Timeshock! Pro Pinball,Playstation,Empire Interactive,,1998.0
Check vs. Mate,GB,Unknown,,
Baja: Edge of Control HD,Xbox,THQ Nordic,,2017.0
Warhammer: Mark of Chaos,PC,Namco Bandai,,2006.0
Starry * Sky: In Winter - PSP Edition,Playstation,Asgard,,2011.0
Rush Hour,Playstation,Psygnosis,,1997.0
Pro Cast Sports Fishing,Playstation,Capcom,,2003.0
Gintama: Banji Oku Chuubu!,Xbox,Namco Bandai,,2007.0
Saka Agari Hurricane Portable,Wii,Alchemist,,2011.0
Negima!? Dream Tactic Yumemiru Otome Princess,Playstation,Konami,,2007.0
Beast Quest,Playstation,Maximum Games,,2018.0
Crows: Burning Edge,Xbox,Namco Bandai Games,,2016.0
1000 Cooking Recipes from ELLE à table,Playstation,Nintendo,,2010.0
Evangelion Shin Gekijoban: 3nd Impact,DS,Namco Bandai,,2011.0
Geometry Wars 3: Dimensions Evolved,Playstation,Activision,,2016.0
Dynasty Warriors: Godseekers,Playstation,Tecmo Koei,,2017.0
Dakar 2: The World's Ultimate Rally,Playstation,Acclaim Entertainment,,2003.0
NBA 2K7,Nintendo,2K Sports,,2006.0
Auto Modellista,Xbox,Capcom,,2003.0
Hanayaka Kana Ware ga Ichizoku Twin Pack,Nintendo,Idea Factory,,2011.0
Dungeon Hack,Playstation,SSI,0.03,1993.0
Ben 10 (2017),PC,Outright Games,,2017.0
Dave Mirra Freestyle BMX 3,GB,Acclaim Entertainment,,2002.0
Greg Hastings' Tournament Paintball Max'd,GB,Activision,,2006.0
Eco Creatures: Save The Forest,Xbox,Majesco,,2008.0
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,Creative Core,,2009.0
Dragon Tamer: Sound Spirit,DS,Namco Bandai,,2007.0
Frogger: Ancient Shadow,Xbox,Konami,,2005.0
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,Namco Bandai,,2011.0
God of War III Remastered,DS,Sony Computer Entertainment Europe,,2015.0
Kiniro no Corda 2 f Encore,Playstation,KOEI,,2009.0
La Pucelle: Ragnarok,Playstation,Nippon Ichi Software,,2009.0
Let's Dance with Mel B,Playstation,Black Bean Games,,2012.0
Darius II,Playstation,Taito,,1996.0
Cossacks: European Wars,Autre,Strategy First,,2001.0
Bleach: Soul Carnival 2,PC,Sony Computer Entertainment,,2009.0
ParaParaParadise,Playstation,Konami,,2001.0
Rugby League Live,Playstation,Home Entertainment Suppliers,,2010.0
Jack Keane,Playstation,Strategy First,,2008.0
Tiger & Bunny On Air Jack!,PC,Namco Bandai Games,,2012.0
Eureka Seven AO: Jungfrau no Hanabanatachi,Playstation,Namco Bandai Games,,2012.0
The Settlers II 10th Anniversary,PC,Ubisoft,,2006.0
Gotcha Force,Playstation,Capcom,,2003.0
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,Nintendo,Banpresto,,2007.0
Warship Gunner 2,Playstation,KOEI,,2006.0
The Raven Remastered,Playstation,THQ Nordic,,2018.0
Mystery Trackers: The Void,Xbox,Focus Home Interactive,,2011.0
Onimusha: Warlords,Playstation,Capcom,,2019.0
The Perfect Golf,PC,Seta Corporation,,1995.0
Wrestle Kingdom,Playstation,Yuke's,,2006.0
Demon Driver: Time to Burn Rubber!,Playstation,Ignition Entertainment,,2004.0
We Sing (2016),GB,THQ Nordic,,2016.0
Infinite Stratos 2: Ignition Hearts,Playstation,5pb,,2014.0
Mojo!,Xbox,Crave Entertainment,,2003.0
NatGeo Challenge! Wild Life,Xbox,D3 Publisher,,2010.0
Totally Spies! Totally Party,Playstation,Ubisoft,,2008.0
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PC,Konami,,2006.0
Buffy the Vampire Slayer: Chaos Bleeds,Playstation,VU Games,,2003.0
Nekketsu Kouha Kunio-Kun SP Kyousoukyoku,Nintendo,Arc System Works,,2013.0
River City Ransom SP,DS,Arc System Works,,2016.0
The Pillars of the Earth,DS,Kalypso Media,,2017.0
Brothers Conflict: Passion Pink,Xbox,Idea Factory,,2012.0
Clannad,Xbox,Prototype,,2008.0
Kuryuu Youma Gakuenki Recharge,Playstation,Atlus,,2006.0
Jet Grind Radio,Playstation,THQ,,2003.0
My Frogger: Toy Trials,DS,Konami,,2006.0
MySims,GB,Electronic Arts,,2008.0
Shin Hayarigami 2,PC,Nippon Ichi Software,,2016.0
Turbo: Super Stunt Squad,Wii,D3Publisher,,2013.0
The Town of Light,Playstation,Wired Productions,,2017.0
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,Playstation,Russel,,2009.0
OlliOlli: Epic Combo Edition,DS,Badland Studio,,2016.0
Baldur's Gate: Dark Alliance,Playstation,"Destination Software, Inc",,2004.0
Hakuoki: Kyoto Winds,GB,Idea Factory,,2017.0
Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,Playstation,Namco Bandai Games,,2017.0
The Adventures of Lomax,Playstation,Psygnosis,,1996.0
Under the Skin,Playstation,Capcom,,2004.0
Kabu Trader Shun,Playstation,Capcom,,2007.0
Hermie Hopperhead: Scrap Panic,DS,Sony Computer Entertainment,,1995.0
Poy Poy,Playstation,Konami,,1997.0
Age of Conan: Rise of the Godslayer,Playstation,Funcom,,2010.0
NHL 07,Xbox,EA Sports,,2006.0
This War of Mine,PC,11 bit studios,,2016.0
DrumMania 7th Mix,Playstation,Konami,,2002.0
Runabout 3: Neo Age,Playstation,BAM! Entertainment,,2002.0
Aokana: Four Rhythm Across the Blue,Playstation,Sprite,,2020.0
The Lost Child    Read the review,Playstation,NIS America,,2018.0
Let's Dance with Mel B,NS,Black Bean Games,,2012.0
Niko Puchi Girls Runway,Wii,Happinet,,2015.0
My Ballet Studio,DS,505 Games,,2009.0
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,Wii,Prototype,,2010.0
Archer Maclean Presents: Pool Paradise,Playstation,Ignition Entertainment,,2004.0
Rime,Nintendo,Grey Box,,2017.0
Zero Escape: Zero Time Dilemma,Xbox,Rising Star Games,,2017.0
Sengoku Efuda Yuugi: Hototogisu Tairan,Playstation,Irem Software Engineering,,2010.0
BattleZone,Playstation,Atari,,2006.0
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,Playstation,Marvelous Interactive,,2007.0
Medal of Honor: Vanguard,DS,Electronic Arts,,2007.0
Max Payne 2: The Fall of Max Payne,Playstation,Rockstar Games,,2003.0
AereA,PC,Soedesco,,2017.0
Touch Shot! Love Application,Playstation,Compile Heart,,2012.0
Nanotek Warrior,Playstation,Virgin Interactive,,1997.0
Air Missions: Hind,Playstation,Soedesco,,2018.0
BlazBlue: Chrono Phantasma Extend,DS,Arc System Works,,2015.0
Galileo,Playstation,D3 Publisher,,2008.0
Cake Mania: Baker's Challenge,Playstation,Destineer,,2008.0
Captain Tsubasa J: The Way to World Youth,Playstation,Bandai,,1995.0
Super Monkey Ball Adventure,Nintendo,Sega,,2006.0
Dungeon Masters Assistant Volume I: Encounters,Playstation,Strategic Simulations,0.03,1989.0
Madden NFL 07,All,EA Sports,,2006.0
Renegade Racers,GB,Interplay,,2000.0
Amatsumi Sora ni! Kumo no Hatate ni,Playstation,Prototype,,2015.0
The Legend of Korra A New Era Begins,Playstation,Activision,,2014.0
Heroes of Hellas 2: Olympia,DS,Unknown,,2012.0
Schlag den Raab,DS,Namco Bandai,,2010.0
Age of Empires III: Gold Edition,PC,Microsoft Game Studios,,2007.0
AniMates!,PC,DreamCatcher Interactive,,2007.0
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,DS,Dramatic Create,,2015.0
Franklin the Turtle,Playstation,Game Factory,,2005.0
Doraemon: Nobita no Takarajima,GB,FuRyu Corporation,,2018.0
Prince of Persia (2008),PC,Ubisoft,,2008.0
Shitsuji ga Aruji o Erabu Toki,DS,Unknown,,2016.0
